item_id,project_id,line_no,specification,alternate_specification,pay_item_description,supplemental_description,item_description_raw,item,quantity,unit_norm,item_group,item_subgroup,grouping_rule_id
682,12,0073,260500,,Temporary Circuit Connection,,TemporaryCircuitConnection (Section260500),260500 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
683,12,0074,260500,,Temporary Threshold Set Upand Circuit Connection,,TemporaryThresholdSetUpandCircuitConnection (Section260500),260500 - Temporary Threshold Set Upand Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
684,12,0075,260500,,FAAMALSRand Threshold Bar Lights,,FAAMALSRandThresholdBarLights(Section260500),260500 - FAAMALSRand Threshold Bar Lights,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
685,12,0076,260500,,Install PFConstant Current Regulator,,InstallPFConstantCurrentRegulator (Section260500),260500 - Install PFConstant Current Regulator,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
686,12,0077,344300,,Install PFLEDRunway Edge Lightwith PFBase Can,CFTransformerinNewACPShoulder,"InstallPFLEDRunwayEdgeLightwithPFBaseCan,CFTransformerinNewACPShoulder (Section344300)",344300 - Install PFLEDRunway Edge Lightwith PFBase Can,1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
687,12,0078,344300,,Install PFLEDElevated Runway End/Threshold Lightwith PFBase Can,CFTransformerinNewACPShoulder,"InstallPFLEDElevatedRunwayEnd/ThresholdLightwithPFBaseCan,CFTransformerinNewACPShoulder (Section344300)",344300 - Install PFLEDElevated Runway End/Threshold Lightwith PFBase Can,8.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
688,12,0079,344300,,Install PFLEDElevated Runway Guard Lightwith PFBase Can,CFTransformerinNewACPShoulder,"InstallPFLEDElevatedRunwayGuardLightwithPFBaseCan,CFTransformerinNewACPShoulder(Section344300)",344300 - Install PFLEDElevated Runway Guard Lightwith PFBase Can,2.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
689,12,0080,344300,,Install PFTaxiway Edge Lightwith PFBase Can,CFTransformerinNewACPShoulder,"InstallPFTaxiwayEdgeLightwithPFBaseCan,CFTransformerinNewACPShoulder(Section344300)",344300 - Install PFTaxiway Edge Lightwith PFBase Can,38.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
690,12,0081,344300,,InstallPF,"12""Diameter,24""DeepBaseCanwithPFCoverinNewACPShoulder","InstallPF12""Diameter,24""DeepBaseCanwithPFCoverinNewACPShoulder (Section344300)",344300 - InstallPF,1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
691,12,0082,344300,,Install PFElevated Taxiway Edge Lighton Existing Base Canwith CFTransformer,,InstallPFElevatedTaxiwayEdgeLightonExistingBaseCanwithCFTransformer (Section344300),344300 - Install PFElevated Taxiway Edge Lighton Existing Base Canwith CFTransformer,13.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
692,12,0083,344301,,Adjust Existing Runway/Taxiway Elevated Edge Lightwith CFTransformer,,AdjustExistingRunway/TaxiwayElevatedEdgeLightwithCFTransformer (Section344301),344301 - Adjust Existing Runway/Taxiway Elevated Edge Lightwith CFTransformer,3.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
693,12,0084,344302,,Sign,13R-1,Sign13R-1 (Section344302),344302 - Sign,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
694,12,0085,344302,,SignA,1,SignA-1 (Section344302),344302 - SignA,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
695,13,0001,UNCLASSIFIED,,"Mobilization, Surveying, Cleanup, and Demobilization",,"Mobilization, Surveying, Cleanup, and Demobilization","UNCLASSIFIED - Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
696,13,0002,UNCLASSIFIED,,Sweeper,,Sweeper,UNCLASSIFIED - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
697,13,0003,UNCLASSIFIED,,Temporary Erosion and Sediment Control,,Temporary Erosion and Sediment Control,UNCLASSIFIED - Temporary Erosion and Sediment Control,1.0,LS,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
698,13,0004,UNCLASSIFIED,,Contaminated Soil Excavation and Disposal,,Contaminated Soil Excavation and Disposal,UNCLASSIFIED - Contaminated Soil Excavation and Disposal,300.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
699,13,0005,UNCLASSIFIED,,Dewatering,,Dewatering,UNCLASSIFIED - Dewatering,9.0,EACH,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
700,13,0006,UNCLASSIFIED,,Kennedy Feeder Point-of-Service Access Pad,,Kennedy Feeder Point-of-Service Access Pad,UNCLASSIFIED - Kennedy Feeder Point-of-Service Access Pad,1.0,LS,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
701,13,0007,UNCLASSIFIED,,Kennedy Feeder Pad - Mount Switch,,Kennedy Feeder Pad-Mount Switch,UNCLASSIFIED - Kennedy Feeder Pad - Mount Switch,1.0,LS,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
702,13,0008,UNCLASSIFIED,,Aircraft - Rated Electrical Vaults,,Aircraft-Rated Electrical Vaults,UNCLASSIFIED - Aircraft - Rated Electrical Vaults,4.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
703,13,0009,UNCLASSIFIED,,H-20 Traffic - Rated Electrical Vaults,,H-20 Traffic-Rated Electrical Vaults,UNCLASSIFIED - H-20 Traffic - Rated Electrical Vaults,4.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
704,13,0010,UNCLASSIFIED,,Two 6-Inch Conduits by Directional Drilling Method,,Two 6-Inch Conduits by Directional Drilling Method,UNCLASSIFIED - Two 6-Inch Conduits by Directional Drilling Method,5360.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
705,13,0011,UNCLASSIFIED,,Electrical Feeder Conductor Assembly,,Electrical Feeder Conductor Assembly,UNCLASSIFIED - Electrical Feeder Conductor Assembly,12397.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
706,13,0012,UNCLASSIFIED,,Electrical Feeder Installation in Vaults,,Electrical Feeder Installation in Vaults,UNCLASSIFIED - Electrical Feeder Installation in Vaults,17.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
707,13,0013,UNCLASSIFIED,,Electrical Feeder Conductor Termination and Testing,,Electrical Feeder Conductor Termination and Testing,UNCLASSIFIED - Electrical Feeder Conductor Termination and Testing,1.0,LS,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
708,14,0001,UNCLASSIFIED,,"Mobilization, Surveying, Cleanup, and Demobilization",,"Mobilization, Surveying, Cleanup, and Demobilization","UNCLASSIFIED - Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
709,14,0002,UNCLASSIFIED,,Project Traffic Control,,Project Traffic Control,UNCLASSIFIED - Project Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
710,14,0003,UNCLASSIFIED,,Inlet Protection,,Inlet Protection,UNCLASSIFIED - Inlet Protection,6.0,EACH,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
711,14,0004,UNCLASSIFIED,,Ditch Protection,,Ditch Protection,UNCLASSIFIED - Ditch Protection,9.0,EACH,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
712,14,0005,UNCLASSIFIED,,Clearing and Grubbing,,Clearing and Grubbing,UNCLASSIFIED - Clearing and Grubbing,1.0,LS,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
713,14,0006,UNCLASSIFIED,,Pavement Removal,,Pavement Removal,UNCLASSIFIED - Pavement Removal,110.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
714,14,0007,UNCLASSIFIED,,Asphalt Sawcut,,Asphalt Sawcut,UNCLASSIFIED - Asphalt Sawcut,1127.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
715,14,0008,UNCLASSIFIED,,Curb Removal,,Curb Removal,UNCLASSIFIED - Curb Removal,85.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
716,14,0009,UNCLASSIFIED,,Asphalt Grinding Removal and Disposal,,Asphalt Grinding Removal and Disposal,UNCLASSIFIED - Asphalt Grinding Removal and Disposal,138.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
717,14,0010,UNCLASSIFIED,,Common Excavation,,Common Excavation,UNCLASSIFIED - Common Excavation,2571.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
718,14,0011,UNCLASSIFIED,,Embankment,,Embankment,UNCLASSIFIED - Embankment,183.0,CY,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
719,14,0012,UNCLASSIFIED,,Unsuitable Excavation and Disposal,,Unsuitable Excavation and Disposal,UNCLASSIFIED - Unsuitable Excavation and Disposal,100.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
720,14,0013,UNCLASSIFIED,,Encasement Over Existing Waterlin,,Encasement Over Existing Waterlin,UNCLASSIFIED - Encasement Over Existing Waterlin,359.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
721,14,0014,UNCLASSIFIED,,Remove and Reinstall 12-Inch Ductile Iron Pipe,,Remove and Reinstall 12-Inch Ductile Iron Pipe,UNCLASSIFIED - Remove and Reinstall 12-Inch Ductile Iron Pipe,38.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
722,14,0015,UNCLASSIFIED,,Electrical Bedding Material,,Electrical Bedding Material,UNCLASSIFIED - Electrical Bedding Material,466.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
723,14,0016,UNCLASSIFIED,,Trench Stabilization,,Trench Stabilization,UNCLASSIFIED - Trench Stabilization,100.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
724,14,0017,UNCLASSIFIED,,Ductile Iron Sewer Pipe,12-Inch,12-Inch Ductile Iron Sewer Pipe,UNCLASSIFIED - Ductile Iron Sewer Pipe,20.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
725,14,0018,UNCLASSIFIED,,Connection to Existing Utility,,Connection to Existing Utility,UNCLASSIFIED - Connection to Existing Utility,2.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
726,14,0019,UNCLASSIFIED,,Catch Basin,,Catch Basin,UNCLASSIFIED - Catch Basin,2.0,EACH,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
727,14,0020,UNCLASSIFIED,,Standard 8-Inch Concrete Curb,,Standard 8-Inch Concrete Curb,UNCLASSIFIED - Standard 8-Inch Concrete Curb,798.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
728,14,0021,UNCLASSIFIED,,Monolithic Curb and Sidewalk,,Monolithic Curb and Sidewalk,UNCLASSIFIED - Monolithic Curb and Sidewalk,360.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
729,14,0022,UNCLASSIFIED,,Geotextile,,Geotextile,UNCLASSIFIED - Geotextile,2327.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
730,14,0023,UNCLASSIFIED,,Aggregate Base Course,,Aggregate Base Course,UNCLASSIFIED - Aggregate Base Course,391.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
731,14,0024,UNCLASSIFIED,,Pavement Marking,,Pavement Marking,UNCLASSIFIED - Pavement Marking,925.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
732,14,0025,UNCLASSIFIED,,Blackout and Temporary Pavement Marking,,Blackout and Temporary Pavement Marking,UNCLASSIFIED - Blackout and Temporary Pavement Marking,1983.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
733,14,0026,UNCLASSIFIED,,Signage,,Signage,UNCLASSIFIED - Signage,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,kw_airfield_signage
734,14,0027,UNCLASSIFIED,,Fence Fabric Removal,,Fence Fabric Removal,UNCLASSIFIED - Fence Fabric Removal,1024.0,LF,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,kw_demo_remediation
735,14,0028,UNCLASSIFIED,,Chain - Link Slatted Fence Fabric,6-Foot,6-Foot Chain-Link Slatted Fence Fabric,UNCLASSIFIED - Chain - Link Slatted Fence Fabric,1024.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
736,14,0029,UNCLASSIFIED,,Area Seeding,,Area Seeding,UNCLASSIFIED - Area Seeding,1.08,ACRE,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
737,14,0030,UNCLASSIFIED,,Electrical,,Electrical,UNCLASSIFIED - Electrical,1.0,LS,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
738,14,0031,UNCLASSIFIED,,Level 3,3/4-Inch Dense HMAC,"Level 3, 3/4-Inch Dense HMAC",UNCLASSIFIED - Level 3,540.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
739,14,0032,UNCLASSIFIED,,Bollards,,Bollards,UNCLASSIFIED - Bollards,8.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
740,15,0001,012200,,Security Control Monitoring,,Security Control Monitoring (Section 012200),012200 - Security Control Monitoring,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
741,15,0002,012200,,Traffic Control,,Traffic Control (Section 012200),012200 - Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
742,15,0003,012200,,Sweeper,,Sweeper (Section 012200),012200 - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
743,15,0004,012200,,Escort,,Escort (Section 012200),012200 - Escort,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
744,15,0005,015713,,Inlet Protection,,Inlet Protection (Section 015713),015713 - Inlet Protection,7.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
745,15,0006,C-105,,Mobilization,,Mobilization (Item C-105),C-105 - Mobilization,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
746,15,0007,P-101,,Cold Millling,3-Inch Depth,Cold Millling - 3-Inch Depth (Item P-101),P-101 - Cold Millling,11580.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
747,15,0008,P-101,,Cold Milling,6-Inch Depth,Cold Milling - 6-Inch Depth (Item P-101),P-101 - Cold Milling,2680.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
748,15,0009,P-401,,Asphalt Surface Course,,Asphalt Surface Course (Item P-401),P-401 - Asphalt Surface Course,3180.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
749,15,0010,P-603,,Emulsified Asphalt Tack Coat,,Emulsified Asphalt Tack Coat (Item P-603),P-603 - Emulsified Asphalt Tack Coat,1900.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
750,15,0011,P-605,,Joint Sealing Filler,,Joint Sealing Filler (Item P-605),P-605 - Joint Sealing Filler,16.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
751,15,0012,P-606,,Adhesive Compound,,Adhesive Compound (Item P-606),P-606 - Adhesive Compound,26.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
752,15,0013,P-610,,Concrete,,Concrete (Item P-610),P-610 - Concrete,23.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
753,15,0014,P-620,,Surface Preparation - Remarking,,Surface Preparation - Remarking (Item P-620),P-620 - Surface Preparation - Remarking,470.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
754,15,0015,P-620,,Surface Preparation - Remove Existing Marking,,Surface Preparation - Remove Existing Marking (Item P-620),P-620 - Surface Preparation - Remove Existing Marking,200.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
755,15,0016,P-620,,Marking,,Marking (Item P-620),P-620 - Marking,8100.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
756,15,0017,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,300.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
757,15,0018,P-620,,Temporary Runway and Taxiway Makrings,,Temporary Runway and Taxiway Makrings (Item P-620),P-620 - Temporary Runway and Taxiway Makrings,4200.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
758,15,0019,L-108,,"No. 8 AWG, 5kV, L-824, Type C Cable",,"No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)","L-108 - No. 8 AWG, 5kV, L-824, Type C Cable",3300.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
759,15,0020,L-108,,"No. 6 AWG, Solid, Bare Counterpoise Wire",,"No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)","L-108 - No. 6 AWG, Solid, Bare Counterpoise Wire",1460.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
760,15,0021,L-108,,Counterpoise Ground Rod,,Counterpoise Ground Rod (Item L-108),L-108 - Counterpoise Ground Rod,5.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
761,15,0022,L-110,,PVC encased in P-610 in Existing AC,2-Inch,2-Inch PVC encased in P-610 in Existing AC (Item L-110),L-110 - PVC encased in P-610 in Existing AC,1350.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
762,15,0023,260500,,General Electrical Removal,,General Electrical Removal (Section 260500),260500 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
763,15,0024,260500,,Temporary Circuit Connection,,Temporary Circuit Connection (Section 260500),260500 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
764,15,0025,344300,,"Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer",,"Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer (Section 344300)","344300 - Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer",49.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
765,15,0026,344300,,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer,,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer (Section 344300),344300 - Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer,1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
766,15,0027,344300,,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer,,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer (Section 344300),344300 - Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer,11.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
767,16,0001,UNCLASSIFIED,,"Mobilization, Surveying, Cleanup, and Demobilization",,"Mobilization, Surveying, Cleanup, and Demobilization","UNCLASSIFIED - Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
768,16,0002,UNCLASSIFIED,,Traffic Control,,Traffic Control,UNCLASSIFIED - Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
769,16,0003,UNCLASSIFIED,,Sweeper,,Sweeper,UNCLASSIFIED - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
770,16,0004,UNCLASSIFIED,,Tree and Plant Protection,,Tree and Plant Protection,UNCLASSIFIED - Tree and Plant Protection,1.0,LS,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
771,16,0005,UNCLASSIFIED,,"Temporary Erosion, Sediment, and Pollution Control",,"Temporary Erosion, Sediment, and Pollution Control","UNCLASSIFIED - Temporary Erosion, Sediment, and Pollution Control",1.0,LS,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
772,16,0006,UNCLASSIFIED,,Surfacings Removal,,Surfacings Removal,UNCLASSIFIED - Surfacings Removal,1700.0,SY,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,kw_demo_remediation
773,16,0007,UNCLASSIFIED,,Signage,,Signage,UNCLASSIFIED - Signage,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,kw_airfield_signage
774,16,0008,UNCLASSIFIED,,PVC Conduit (Power),6 Inch,PVC Conduit (Power) - 6 Inch,UNCLASSIFIED - PVC Conduit (Power),6500.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
775,16,0009,UNCLASSIFIED,,PVC Conduit (Power),4 Inch,PVC Conduit (Power) - 4 Inch,UNCLASSIFIED - PVC Conduit (Power),1050.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
776,16,0010,UNCLASSIFIED,,PVC Conduit (Power),3 Inch,PVC Conduit (Power) - 3 Inch,UNCLASSIFIED - PVC Conduit (Power),350.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
777,16,0011,UNCLASSIFIED,,PVC Conduit (Power),2 Inch,PVC Conduit (Power) - 2 Inch,UNCLASSIFIED - PVC Conduit (Power),200.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
778,16,0012,UNCLASSIFIED,,XHHW Conductor - #3 AWG (Power),,XHHW Conductor - #3 AWG (Power),UNCLASSIFIED - XHHW Conductor - #3 AWG (Power),450.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
779,16,0013,UNCLASSIFIED,,XHHW Conductor - #6 AWG (Power),,XHHW Conductor - #6 AWG (Power),UNCLASSIFIED - XHHW Conductor - #6 AWG (Power),200.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
780,16,0014,UNCLASSIFIED,,XHHW Conductor - #8 AWG (Power),,XHHW Conductor - #8 AWG (Power),UNCLASSIFIED - XHHW Conductor - #8 AWG (Power),200.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
781,16,0015,UNCLASSIFIED,,XHHW Conductor - #10 AWG (Power),,XHHW Conductor - #10 AWG (Power),UNCLASSIFIED - XHHW Conductor - #10 AWG (Power),200.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
782,16,0016,UNCLASSIFIED,,XHHW Conductor - #12 AWG (Power),,XHHW Conductor - #12 AWG (Power),UNCLASSIFIED - XHHW Conductor - #12 AWG (Power),1250.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
783,16,0017,UNCLASSIFIED,,Electric Utility Meter Base - 200A Direct,,Electric Utility Meter Base - 200A Direct,UNCLASSIFIED - Electric Utility Meter Base - 200A Direct,3.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
784,16,0018,UNCLASSIFIED,,Metered Switchgear Installation,,Metered Switchgear Installation,UNCLASSIFIED - Metered Switchgear Installation,1.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
785,16,0019,UNCLASSIFIED,,Vault (Power) - 712-SWITCH - PCORP,,Vault (Power) - 712-SWITCH-PCORP,UNCLASSIFIED - Vault (Power) - 712-SWITCH - PCORP,1.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
786,16,0020,UNCLASSIFIED,,Vault (Power) - 575-TRANS - PCORP,,Vault (Power) - 575-TRANS-PCORP,UNCLASSIFIED - Vault (Power) - 575-TRANS - PCORP,4.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
787,16,0021,UNCLASSIFIED,,Vault (Power),575-PCORP,Vault (Power) - 575-PCORP,UNCLASSIFIED - Vault (Power),2.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
788,16,0022,UNCLASSIFIED,,Vault (Power) - 776-TRANS - PCORP,,Vault (Power) - 776-TRANS-PCORP,UNCLASSIFIED - Vault (Power) - 776-TRANS - PCORP,2.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
789,16,0023,UNCLASSIFIED,,Vault (Power) - 776-TRANS - PCORP (Traffic Rated),,Vault (Power) - 776-TRANS-PCORP (Traffic Rated),UNCLASSIFIED - Vault (Power) - 776-TRANS - PCORP (Traffic Rated),1.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
790,16,0024,UNCLASSIFIED,,PVC Conduit (Comm),4 Inch,PVC Conduit (Comm) - 4 Inch,UNCLASSIFIED - PVC Conduit (Comm),12250.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
791,16,0025,UNCLASSIFIED,,"HDPE Interduct (Comm) - 1 1/4""",,"HDPE Interduct (Comm) - 1 1/4""","UNCLASSIFIED - HDPE Interduct (Comm) - 1 1/4""",9300.0,LF,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
792,16,0026,UNCLASSIFIED,,Vault (Comm),444-LA,Vault (Comm) - 444-LA,UNCLASSIFIED - Vault (Comm),8.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
793,16,0027,UNCLASSIFIED,,Vault (Comm) - 444-LA (Traffic Rated),,Vault (Comm) - 444-LA (Traffic Rated),UNCLASSIFIED - Vault (Comm) - 444-LA (Traffic Rated),1.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
794,16,0028,UNCLASSIFIED,,"Demarcation Panel with Receptacles, Heater, and T-Stat",,"Demarcation Panel with Receptacles, Heater, and T-Stat","UNCLASSIFIED - Demarcation Panel with Receptacles, Heater, and T-Stat",1.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,kw_airfield_lighting
795,16,0029,UNCLASSIFIED,,H-Frame Support,,H-Frame Support,UNCLASSIFIED - H-Frame Support,2.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
