item_id,project_id,line_no,item_group,item_subgroup,specification,pay_item_description,item_description_raw,item_label,pop_wbs_code,wbs_description,wbs_rule_id
121,3,#REF!,OTHER_REVIEW,UNCLASSIFIED_REVIEW,UNCLASSIFIED,#REF!,#REF!,#REF!,,REVIEW_NEEDED,fallback_review
122,3,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,"Mobilization, Cleanup, and Demobilization","Mobilization, Cleanup, and Demobilization (Section 012200)","Mobilization, Cleanup, and Demobilization (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities
123,3,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,"Wildlife Access Road, Asphalt Grindings","Wildlife Access Road, Asphalt Grindings (Section 012200)","Wildlife Access Road, Asphalt Grindings (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities
124,3,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Sweeper,Sweeper (Section 012200),Sweeper (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities
125,3,0002,ELECTRICAL,AIRFIELD_LIGHTING,L-108,Heat Shrink for 5kV L-823 Primary Connector,Heat Shrink for 5kV L-823 Primary Connector (Item L-108),Heat Shrink for 5kV L-823 Primary Connector (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
126,3,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Security Control Monitoring,Security Control Monitoring (Section 012200),Security Control Monitoring (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control
127,3,0003,ELECTRICAL,AIRFIELD_LIGHTING,L-110,IMC in Existing AC,1-Inch IMC in Existing AC (Item L-110),IMC in Existing AC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
128,3,0004,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Traffic Control,Traffic Control (Section 012200),Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
129,3,0004,ELECTRICAL,POWER_DISTRIBUTION,260553,Diameter Brass Marker,3-Inch Diameter Brass Marker (Section 260553),Diameter Brass Marker (Section 260553),1.5.D50.260500,Electrical Distribution,electrical_distribution
130,3,0005,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Escort,Escort (Section 012200),Escort (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
131,3,0006,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Construction Access,Construction Access (Section 015713),Construction Access (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities
132,3,0007,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Jet Blast Control Material,Jet Blast Control Material (Section 015713),Jet Blast Control Material (Section 015713),1.7.Z10.013500,Safety & Controls,temp_safety_controls
133,3,0008,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Inlet Protection,Inlet Protection (Section 015713),Inlet Protection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities
134,3,0009,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Ditch Protection/Check Dams,Ditch Protection/Check Dams (Section 015713),Ditch Protection/Check Dams (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities
135,3,0010,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,015713,Wattles,Wattles (Section 015713),Wattles (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities
136,3,0011,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Construction Survey (Item GP-50),Construction Survey (Item GP-50),Construction Survey (Item GP-50),1.7.Z10.015000,Temporary Facilities,temp_facilities
137,3,0012,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,PCC Pavement Removal,"PCC Pavement Removal - 3"" Depth (Item P-101)",PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
138,3,0013,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,PCC Pavement Removal,"PCC Pavement Removal - 6"" Depth (Item P-101)",PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
139,3,0014,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 3"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
140,3,0015,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 5"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
141,3,0016,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 7.5"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
142,3,0017,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 12"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
143,3,0018,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 14"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
144,3,0019,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 16"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
145,3,0020,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 20"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
146,3,0021,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 22"" Depth (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
147,3,0022,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,"Asphalt Pavement Removal - 12"" Depth Asphalt Grindings (Item P-101)",Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
148,3,0023,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Joint and Crack Repair,Joint and Crack Repair (Item P-101),Joint and Crack Repair (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
149,3,0024,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Milling,Cold Milling - 4 Inch Maximum Depth (Item P-101),Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
150,3,0025,ROADWORK_PAVING,PAVING_EARTHWORK,UNCLASSIFIED,Unclassified Excavation (P-152),Unclassified Excavation (P-152),Unclassified Excavation (P-152),1.3.G20.311000,Earthwork,site_earthwork_keywords
151,3,0026,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Unsuitable Excavation,Unsuitable Excavation (Item P-152),Unsuitable Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
152,3,0027,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Geotextile,Geotextile (Item P-152),Geotextile (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
153,3,0028,ROADWORK_PAVING,PAVING_EARTHWORK,P-153,Controlled Low - Strength Material (CLSM),Controlled Low-Strength Material (CLSM) (Item P-153),Controlled Low - Strength Material (CLSM) (Item P-153),1.3.G20.311000,Earthwork,site_earthwork
154,3,0029,ROADWORK_PAVING,PAVING_EARTHWORK,P-154,Subbase Course,Subbase Course (Item P-154),Subbase Course (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base
155,3,0030,ROADWORK_PAVING,PAVING_EARTHWORK,P-156,Silt Fence,Silt Fence (Item P-156),Silt Fence (Item P-156),1.3.G20.321000,Aggregate Base,site_aggregate_base
156,3,0031,ROADWORK_PAVING,PAVING_EARTHWORK,P-209,Crushed Aggregate Base Course,Crushed Aggregate Base Course (Item P-209),Crushed Aggregate Base Course (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base
157,3,0032,ROADWORK_PAVING,PAVING_EARTHWORK,P-401,Hot Mix Asphalt (HMA) Pavement,Hot Mix Asphalt (HMA) Pavement (Item P-401),Hot Mix Asphalt (HMA) Pavement (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
158,3,0033,ROADWORK_PAVING,PAVING_EARTHWORK,P-403,Hot Mix Asphalt (HMA) Pavement Base Course,Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403),Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
159,3,0034,ROADWORK_PAVING,PAVING_EARTHWORK,P-501,Portland Cement Concrete (PCC) Pavement,Portland Cement Concrete (PCC) Pavement (Item P-501),Portland Cement Concrete (PCC) Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving
160,3,0035,ROADWORK_PAVING,PAVING_EARTHWORK,P-602,Bituminous Prime Coat,Bituminous Prime Coat (Item P-602),Bituminous Prime Coat (Item P-602),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
161,3,0036,ROADWORK_PAVING,PAVING_EARTHWORK,P-603,Bituminous Tack Coat,Bituminous Tack Coat (Item P-603),Bituminous Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
162,3,0037,ROADWORK_PAVING,PAVING_EARTHWORK,P-604,Compression Joint Sealant,Compression Joint Sealant (Item P-604),Compression Joint Sealant (Item P-604),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
163,3,0038,ROADWORK_PAVING,PAVING_EARTHWORK,P-605,Joint Sealant,Joint Sealant (Item P-605),Joint Sealant (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
164,3,0039,ROADWORK_PAVING,PAVING_EARTHWORK,P-606,Adhesive Compound,Adhesive Compound (Item P-606),Adhesive Compound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
165,3,0040,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Structural Portland Cement Concrete (PCC),Structural Portland Cement Concrete (PCC) (Item P-610),Structural Portland Cement Concrete (PCC) (Item P-610),,REVIEW_NEEDED,fallback_review
166,3,0041,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Steel Reinforcement,Steel Reinforcement (Item P-610),Steel Reinforcement (Item P-610),,REVIEW_NEEDED,fallback_review
167,3,0042,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Pavement Marking,Pavement Marking (Item P-620),Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
168,3,0043,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Reflective Media,Reflective Media (Item P-620),Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
169,3,0044,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Phasing Pavement Marking,Phasing Pavement Marking (Item P-620),Phasing Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
170,3,0045,ROADWORK_PAVING,PAVING_EARTHWORK,P-621,Saw - Cut Grooving,Saw-Cut Grooving (Item P-621),Saw - Cut Grooving (Item P-621),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
171,3,0046,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,4-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
172,3,0047,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,6-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
173,3,0048,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,12-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
174,3,0049,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,RCP Pipe,12-Inch RCP Pipe (Item D-701),RCP Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
175,3,0050,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,18-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
176,3,0051,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,24-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
177,3,0052,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,RCP Pipe,24-Inch RCP Pipe (Item D-701),RCP Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
178,3,0053,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,48-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
179,3,0054,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-705,Perforated Pipe Underdrains,6-Inch Perforated Pipe Underdrains (Item D-705),Perforated Pipe Underdrains (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
180,3,0055,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type A","48-Inch Manhole, Type A (Item D-751)","Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
181,3,0056,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type B","48-Inch Manhole, Type B (Item D-751)","Manhole, Type B (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
182,3,0057,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type B","60-Inch Manhole, Type B (Item D-751)","Manhole, Type B (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
183,3,0058,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type A","72-Inch Manhole, Type A (Item D-751)","Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
184,3,0059,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type B","72-Inch Manhole, Type B (Item D-751)","Manhole, Type B (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
185,3,0060,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type A","84-Inch Manhole, Type A (Item D-751)","Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
186,3,0061,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Manhole, Type B","84-Inch Manhole, Type B (Item D-751)","Manhole, Type B (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
187,3,0062,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Catch Basin,Catch Basin (Item D-751),Catch Basin (Item D-751),1.4.G30.334213,Manholes,manholes_structures
188,3,0063,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-901,Seeding,Seeding (Item T-901),Seeding (Item T-901),1.3.G20.329219,Seeding,landscape_seeding
189,3,0064,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-905,Topsoiling,Topsoiling (Item T-905),Topsoiling (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil
190,3,0065,ELECTRICAL,AIRFIELD_LIGHTING,L-108,No. 8 AWG 5kV Cable,No. 8 AWG 5kV Cable (Item L-108),No. 8 AWG 5kV Cable (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
191,3,0066,ELECTRICAL,AIRFIELD_LIGHTING,L-108,No. 6 AWG Solid Wire for Counterpoise,No. 6 AWG Solid Wire for Counterpoise (Item L-108),No. 6 AWG Solid Wire for Counterpoise (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
192,3,0067,ELECTRICAL,AIRFIELD_LIGHTING,L-108,Ground Rod for Counterpoise,Ground Rod for Counterpoise (Item L-108),Ground Rod for Counterpoise (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
193,3,0068,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC Direct Buried,2-Inch PVC Direct Buried (Item L-110),PVC Direct Buried (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
194,3,0069,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC in Existing AC,2-Inch PVC in Existing AC (Item L-110),PVC in Existing AC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
195,3,0070,ELECTRICAL,POWER_DISTRIBUTION,260500,General Electrical Removal,General Electrical Removal (Section 260500),General Electrical Removal (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
196,3,0071,ELECTRICAL,POWER_DISTRIBUTION,260500,Temporary Circuit Connection,Temporary Circuit Connection (Section 260500),Temporary Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
197,3,0072,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets","Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)","Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)",1.4.G30.334000,Storm Sewer,drainage_misc
198,3,0073,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Connection to Existing Storm Drainage System,Connection to Existing Storm Drainage System (Section 312300),Connection to Existing Storm Drainage System (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
199,3,0074,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Existing Manhole Adjustment to Grade,Existing Manhole Adjustment to Grade (Section 312300),Existing Manhole Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
200,3,0075,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Existing Catch Basin Adjustment to Grade,Existing Catch Basin Adjustment to Grade (Section 312300),Existing Catch Basin Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
201,3,0076,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Existing Electrical Vault Adjustment to Grade,Existing Electrical Vault Adjustment to Grade (Section 312300),Existing Electrical Vault Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
202,3,0077,PIPING_DRAINAGE,PIPING_UTILITY,334100,Ductile Iron (Force Main) Pipe,12-Inch Ductile Iron (Force Main) Pipe (Section 334100),Ductile Iron (Force Main) Pipe (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
203,3,0078,PIPING_DRAINAGE,PIPING_UTILITY,334100,Ductile Iron (Force Main) Pipe,20-Inch Ductile Iron (Force Main) Pipe (Section 334100),Ductile Iron (Force Main) Pipe (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
204,3,0079,PIPING_DRAINAGE,PIPING_UTILITY,334100,Riprap,Riprap (Section 334100),Riprap (Section 334100),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
205,3,0080,PIPING_DRAINAGE,PIPING_UTILITY,334213,"Stormwater Pump Station, Electrical Equipment Installation","Stormwater Pump Station, Electrical Equipment Installation (Section 334213)","Stormwater Pump Station, Electrical Equipment Installation (Section 334213)",1.4.G30.334600,Pump Stations,pump_stations
206,3,0081,PIPING_DRAINAGE,PIPING_UTILITY,334213,Stormwater Valve Vault,Stormwater Valve Vault (Section 334213),Stormwater Valve Vault (Section 334213),1.4.G30.334600,Pump Stations,pump_stations
207,3,0082,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC","Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC (Section 344300)","Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
208,3,0083,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300),Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
209,3,0084,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing Elevated Runway Threshold Light,Adjust Existing Elevated Runway Threshold Light (Section 344301),Adjust Existing Elevated Runway Threshold Light (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
210,3,0085,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing In-Pavement Runway Edge Light,Adjust Existing In-Pavement Runway Edge Light (Section 344301),Adjust Existing In-Pavement Runway Edge Light (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
211,3,0086,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing In-Pavement Stop Bar Light,Adjust Existing In-Pavement Stop Bar Light (Section 344301),Adjust Existing In-Pavement Stop Bar Light (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
212,3,0087,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign E6-6,Sign E6-6 (Section 344302),Sign E6-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
213,3,0088,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign E6-9,Sign E6-9 (Section 344302),Sign E6-9 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
214,3,0089,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign G-3,Sign G-3 (Section 344302),Sign G-3 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
215,4,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,"Mobilization, Cleanup, and Demobilization","Mobilization, Cleanup, and Demobilization","Mobilization, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities
216,4,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Sweeper,Sweeper,Sweeper,1.7.Z10.015000,Temporary Facilities,temp_facilities
217,4,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Security Control Monitoring,Security Control Monitoring,Security Control Monitoring,1.6.F10.281300,Access Control,temp_security_access_control
218,4,0004,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Escort,Escort,Escort,1.7.Z10.013500,Safety & Controls,temp_safety_controls
219,4,0005,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,UNCLASSIFIED,Construction Survey,Construction Survey,Construction Survey,1.7.Z10.015000,Temporary Facilities,temp_facilities
