Item_ID,Project_ID,Item Sequence,Specification Code,Item Description,Estimated Quantity,Unit
423,9,0018,,Area Seeding,6.0,ACRE
424,9,0019,,Asphalt Concrerte Surface Course,45.0,TON
425,10,0001,012200,Sweeper,1.0,LS
426,10,0002,012200,Security Control Monitoring,1.0,LS
427,10,0003,012200,Traffic Control,1.0,LS
428,10,0004,012200,Escort,1.0,LS
429,10,0005,015713,Inlet Protection,6.0,EACH
430,10,0005,015713,Jet Blast Control Material,3.0,ACRE
431,10,0006,015713,Inlet Protection,60.0,EACH
432,10,0006,C-105,Mobilization,1.0,LS
433,10,0007,015713,Ditch Protection/Check Dams,4.0,EACH
434,10,0007,P-101,PCC Pavement Removal - 15-Inch Depth,450.0,SY
435,10,0008,C-102,Installation and Removal of Silt Fence,4650.0,LF
436,10,0008,P-101,PCC Pavement Removal - 18-Inch Depth,150.0,SY
437,10,0009,C-105,Mobilization,1.0,LS
438,10,0009,P-101,Asphalt Pavement Removal - 11-Inch Depth,5900.0,SY
439,10,0010,P-101,Asphalt Pavement Removal - 20-Inch Depth,3600.0,SY
440,10,0010,P-101,Asphalt Pavement Removal - 4-Inch Depth,2700.0,SY
441,10,0011,P-101,Asphalt Pavement Removal - 6-Inch Depth,625.0,SY
442,10,0011,P-101,Cold Milling - 3-Inch Depth,150.0,SY
443,10,0012,P-101,Asphalt Pavement Removal - 13.5-Inch Depth,1000.0,SY
444,10,0012,P-101,Removal of Pipe and Other Buried Structures,1.0,LS
445,10,0013,P-101,PCC Pavement Removal - 6-Inch Depth,25.0,SY
446,10,0013,P-152,Unclassified Excavation,13025.0,CY
447,10,0014,P-101,Cold Milling - 3-Inch Depth,3400.0,SY
448,10,0014,P-152,Unsuitable Excavation,850.0,CY
449,10,0015,P-101,Cold Milling - 4-Inch Depth,22300.0,SY
450,10,0015,P-153,Controlled Low-Strength Material,1100.0,CY
451,10,0016,P-101,Cold Milling - 12-Inch Depth,2400.0,SY
452,10,0016,P-154,Subbase Course,9100.0,CY
453,10,0017,P-101,Removal of Pipe and Other Buried Structures,1.0,LS
454,10,0017,P-154,Separation Geotextile,12900.0,SY
455,10,0018,P-152,Unclassified Excavation,10650.0,CY
456,10,0018,P-209,Crushed Aggregate Base Course,2500.0,CY
457,10,0019,P-152,Unsuitable Excavation,1000.0,CY
458,10,0019,P-401,Asphalt Surface Course,1800.0,TON
459,10,0020,P-153,Controlled Low-Strength Material,1750.0,CY
460,10,0020,P-403,Asphalt Mixture Surface and Base,4600.0,TON
461,10,0021,P-154,Subbase Course,5700.0,CY
462,10,0021,P-501,11-Inch Thick Concrete Pavement,1511.0,SY
463,10,0022,P-154,Separation Geotextile,14400.0,SY
464,10,0022,P-501,15-Inch Thick Concrete Pavement,6259.0,SY
465,10,0023,P-209,Crushed Aggregate Base Course,2600.0,CY
466,10,0023,P-501,18-Inch Thick Concrete Pavement,139.0,SY
467,10,0024,P-401,Asphalt Surface Course,7500.0,TON
468,10,0024,P-603,Emulsified Asphalt Tack Coat,1800.0,GAL
469,10,0025,P-403,Asphalt Mixture Surface and Base,6100.0,TON
470,10,0025,P-604,Compression Joint Seals for Concrete Pavements,6000.0,LF
471,10,0026,P-602,Emulsified Asphalt Prime Coat,3600.0,GAL
472,10,0026,P-605,Joint Sealing Filler,100.0,GAL
473,10,0027,P-603,Emulsified Asphalt Tack Coat,6750.0,GAL
474,10,0027,P-608,Asphalt Surface Treatment,1900.0,SY
475,10,0028,P-605,Joint Sealing Filler,82.0,GAL
476,10,0028,P-620,Surface Preparation - New Pavement Surfaces,5725.0,SF
477,10,0029,P-606,Adhesive Compound,45.0,GAL
478,10,0029,P-620,Surface Preparation - Remove Existing Markings,3200.0,SF
479,10,0030,P-608,Asphalt Surface Treatment,2800.0,SY
480,10,0030,P-620,Marking,5725.0,SF
481,10,0031,P-610,Concrete,8.0,CY
482,10,0031,P-620,Reflective Media,250.0,LB
483,10,0032,P-620,Surface Preparation - New Pavement Surfaces,5300.0,SF
484,10,0032,P-620,Temporary Runway and Taxiway Marking,15725.0,SF
485,10,0033,D-701,12-Inch STS,160.0,LF
486,10,0033,P-620,Marking,5300.0,SF
487,10,0034,D-701,15-Inch STS,102.0,LF
488,10,0034,P-620,Reflective Media,263.0,LB
489,10,0035,D-701,36-Inch STS,925.0,LF
490,10,0035,P-620,Temporary Runway and Taxiway Marking,25300.0,SF
491,10,0036,D-701,8-Inch STS,46.0,LF
492,10,0036,D-751,60-Inch Manhole,4.0,EACH
493,10,0037,D-701,12-Inch STS,1328.0,LF
494,10,0037,D-751,72-Inch Manhole,1.0,EACH
495,10,0038,D-701,15-Inch STS,251.0,LF
496,10,0038,D-751,Catch Basins,2.0,EACH
497,10,0039,312300,Connection to Existing Storm Drainage System,4.0,EACH
498,10,0039,D-701,18-Inch STS,36.0,LF
499,10,0040,312300,Existing Electrical Vault Adjustment to Grade,2.0,EACH
500,10,0040,D-701,24-Inch STS,2286.0,LF
501,10,0041,312300,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure,1.0,EACH
502,10,0041,D-701,30-Inch STS,299.0,LF
503,10,0042,260500,General Electrical Removal,1.0,LS
504,10,0042,D-751,48-Inch Manhole,7.0,EACH
505,10,0043,D-751,60-Inch Manhole,2.0,EACH
506,10,0043,P-101,Asphalt Pavement Removal - 16-Inch Depth,1350.0,SY
507,10,0044,D-751,Catch Basins,12.0,EACH
508,10,0045,T-901,Seeding,6.0,ACRE
509,10,0046,T-905,Topsoil (Obtained on Site or Removed from Stockpile),1700.0,CY
510,10,0047,312300,Connection to Existing Storm Drainage System,6.0,EACH
511,10,0048,312300,Existing Manhole/Inlet Adjustment to Grade,9.0,EACH
512,10,0049,312300,Existing Electrical Vault Adjustment to Grade,2.0,EACH
513,10,0050,312300,Replace Existing Manhole Lid with Open Grated Lid,2.0,EACH
514,10,0051,L-108,No. 4 GND Conductor,450.0,LF
515,10,0052,L-108,"No. 2/0 AWG, 600-Volt Conductor",1350.0,LF
516,10,0053,L-108,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",8000.0,LF
517,10,0054,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire",2000.0,LF
518,10,0055,L-108,"Counterpoise Ground Rod, 10-Foot Long",8.0,EACH
519,10,0056,L-110,2-Inch PVC in New Shoulder and Direct Buried,1700.0,LF
520,10,0057,L-110,2-Inch PVC in CLSM,230.0,LF
521,10,0058,L-110,1-Inch GRSC,75.0,LF
522,10,0059,260500,General Electrical Removal,1.0,LS
523,10,0060,260500,Temporary Circuit Connection,1.0,LS
524,10,0061,344300,"Reinstall Elevated LED Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",22.0,EACH
525,10,0062,344300,"Reinstall LED Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",6.0,EACH
526,10,0063,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer",3.0,EACH
527,10,0064,344300,Install PF Cover Plate on Existing Light Base,2.0,EACH
528,10,0065,344301,Adjust Existing Taxiway Centerline Light,24.0,EACH
529,10,0066,344302,Sign B6-11,1.0,LS
530,11,0001,012200,"Mobilization, Cleanup, and Demobilization",1.0,LS
531,11,0002,012200,Sweeper,1.0,LS
532,11,0003,012200,Security Control Monitoring,1.0,LS
533,11,0004,012200,Work Zone and Traffic Control,1.0,LS
534,11,0005,012200,Escort,1.0,LS
535,11,0006,012200,Construction Survey,1.0,LS
536,11,0007,012200,Abandon Existing Monitoring Well,1.0,EACH
537,11,0008,015713,Inlet Protection,36.0,EACH
538,11,0009,015713,Trench Drain Protection,975.0,LF
539,11,0010,015713,Sediment Fence,4655.0,LF
540,11,0011,024113,Building Demolition,1.0,LS
541,11,0012,024113,Building Slab and Foundation Removal,1.0,LS
542,11,0013,024113,Existing Landscape Removal,1.0,LS
543,11,0014,024113,Removal of Miscellaneous Site Structures,1.0,LS
544,11,0015,024113,Removal of Existing or Temporary Fence,4290.0,LF
545,11,0016,026100,Contaminated Material Excavation and Disposal,250.0,TON
546,11,0017,P-101,PCC Pavement Removal - 15-Inch Depth,440.0,SY
547,11,0018,P-101,Asphalt Pavement Removal - 3-Inch Depth,8177.0,SY
548,11,0019,P-101,Asphalt Pavement Removal - 4-Inch Depth,11899.0,SY
549,11,0020,P-101,Asphalt Pavement Removal - 5-Inch Depth,3087.0,SY
550,11,0021,P-101,Asphalt Pavement Removal - 8-Inch Depth,203.0,SY
551,11,0022,P-101,Removal of Pipe and other Buried Structures,1.0,LS
552,11,0023,P-152,Unclassified Excavation,36522.0,CY
553,11,0024,P-152,Unsuitable Excavation,1157.0,CY
554,11,0025,P-152,Separation Geotextile,34818.0,SY
555,11,0026,P-153,Controlled Low Strength Material,200.0,CY
556,11,0027,P-209,Crushed Aggregate Base Course,6395.0,CY
557,11,0028,P-401,Asphalt Surface Course,877.0,TON
558,11,0029,P-403,Asphalt Mixture Base Course,9975.0,TON
559,11,0030,P-501,15-Inch Thick Concrete Pavement,440.0,SY
560,11,0031,P-501,19-Inch Thick Concrete Pavement,30790.0,SY
561,11,0032,P-603,Emulsified Asphalt Tack Coat,2794.0,GAL
562,11,0033,P-604,Compression Joint Seals for Concrete Pavements,28932.0,LF
563,11,0034,P-605,Joint Sealing Filler,12.0,GAL
564,11,0035,P-608,Asphalt Surface Treatment,106.0,SY
565,11,0036,P-620,Surface Preparation - New or Existing Pavement Surfaces,14035.0,SF
566,11,0037,P-620,Surface Preparation - Remove Existing Markings,5702.0,SF
567,11,0038,P-620,Marking,14035.0,SF
568,11,0039,P-620,Reflective Media,347.0,LB
569,11,0040,P-620,Temporary Marking,14830.0,SF
570,11,0041,D-701,8-Inch STS,132.0,LF
571,11,0042,D-701,12-Inch STS,224.0,LF
572,11,0043,D-701,15-Inch STS,300.0,LF
573,11,0044,D-701,18-Inch STS,340.0,LF
574,11,0045,D-701,24-Inch STS,225.0,LF
575,11,0046,D-701,12-Inch Slide Gate,1.0,EACH
576,11,0047,D-701,15-Inch Slide Gate,1.0,EACH
577,11,0048,D-701,30-Inch Slide Gate,1.0,EACH
578,11,0049,D-751,48-Inch Diameter Manhole,3.0,EACH
579,11,0050,D-751,84-Inch Diameter Manhole,2.0,EACH
580,11,0051,D-751,Catch Basins,7.0,EACH
581,11,0052,D-751,Trench Drain,885.0,LF
582,11,0053,260500,Provide Temporary Power During Construction Inside the 480V Power Center,1.0,LS
583,11,0054,260500,Re-feed Loads Inside 480V Power Center,1.0,LS
584,11,0055,260500,Install Handholes for Power and Communications,1.0,LS
585,11,0056,260500,Install Underground Power Conductors for Apron Lights and Communications,1.0,LS
586,11,0057,260500,Install Gate Valve and Lighting Controls,1.0,LS
587,11,0058,260500,Demolition of Existing Electrical Equipment on Work Site,1.0,LS
588,11,0059,260526,Grounding and Bonding for Electrical Systems,1.0,LS
589,11,0060,260543,Underground Ducts and Raceways for Electrical Systems,1.0,LS
590,11,0061,262200,Remove and Replace Existing 9KVA Transformer,1.0,LS
591,11,0062,262400,Remove and Replace Existing 480V Distribution Panel,1.0,LS
592,11,0063,265623,Install Apron Lighting,1.0,LS
593,11,0064,270553,Telecommunications Identification,1.0,LS
594,11,0065,271000,Structured Cabling,1.0,LS
595,11,0066,282300,Video Surveillance,1.0,LS
596,11,0067,312300,Connection to Existing Storm Drainage System,7.0,EACH
597,11,0068,312300,Existing Manhole/Inlet Adjustment to Grade,1.0,EACH
598,11,0069,312300,Rotate Existing Manhole Lid,1.0,LS
599,11,0070,321613,Cast-in-Place Concrete Curb,1011.0,LF
600,11,0071,321613,Concrete Utility Hub Pavement - 4-Inch,131.0,SY
601,11,0072,323113,7-Foot Chain Link Fance with Barbed Wire,402.0,LF
602,11,0073,323113,10-Foot Chain Link Fence with Slats and Barbed Wire,1230.0,LF
603,11,0074,328400,Irrigation Replacement,1.0,LS
604,11,0075,329300,Ground Cover Planting,1.0,LS
605,11,0076,331116,8-Inch Fire Water Line,830.0,LF
606,11,0077,331116,8-Inch Gate Valve,5.0,EACH
607,11,0078,331116,Underground Fire Hydrant,2.0,EACH
608,11,0079,347113,Pipe Bollards,19.0,EACH
609,11,0080,015713,Ditch Protection/Check Dams,5.0,EACH
610,12,0001,012200,Sweeper,1.0,LS
611,12,0002,012200,WorkZoneandTrafficControl,1.0,LS
612,12,0003,012200,Escort,1.0,LS
613,12,0004,012200,3'HighBlueReflectiveMarkers,12.0,EACH
614,12,0005,012200,TemporaryStreamBypass,1.0,LS
615,12,0006,012200,SettlementPlates,6.0,EACH
616,12,0007,015713,PlasticMeshFence,100.0,LF
617,12,0008,015713,InletProtection,14.0,EACH
618,12,0009,015713,Wattles,5000.0,LF
619,12,0010,015713,JetBlastControlMaterial,1.0,ACRE
620,12,0011,015713,DitchProtection/CheckDams,13.0,EACH
621,12,0012,015713,ConstructionEntrance,3.0,EACH
622,12,0013,015713,JuteMatting,300.0,SY
623,12,0014,C-102,InstallationandRemovalofSiltFence,7800.0,LF
624,12,0015,C-105,Mobilization,1.0,LS
625,12,0016,P-101,AsphaltPavementRemoval-2.5-InchDepth,7900.0,SY
626,12,0017,P-101,AsphaltPavementRemoval-4-InchDepth,4100.0,SY
627,12,0018,P-101,AsphaltPavementRemoval-6-8-InchDepth,4200.0,SY
628,12,0019,P-101,ColdMilling-0.5InchDepth,4900.0,SY
629,12,0020,P-101,ColdMilling-VariableDepth(Transitional),4000.0,SY
630,12,0021,P-101,RemovalofPipeandOtherBuriedStructures,1.0,LS
631,12,0022,P-152,EmbankmentinPlace,38600.0,CY
632,12,0023,P-152,MechanicalStabilization,2500.0,CY
633,12,0024,P-152,ExistingSubgradeStabilzation,1000.0,CY
634,12,0025,P-152,UnsuitableExcavation,11000.0,CY
635,12,0026,P-153,ControlledLow-StrengthMaterial(CLSM),228.0,CY
636,12,0027,P-154,SubbaseCourse,1000.0,CY
637,12,0028,P-209,CrushedAggregateBaseCourse,9700.0,CY
638,12,0029,P-209,SeparationGeotextile,12800.0,SY
639,12,0030,P-401,AsphaltSurfaceCourse,2900.0,TON
640,12,0031,P-403,AsphaltMixtureBaseandSurfaceCourse,3600.0,TON
641,12,0032,P-603,EmulsifiedAsphaltTackCoat,2200.0,GAL
642,12,0033,P-605,JointSealingFiller,20.0,GAL
643,12,0034,P-606,AdhesiveCompound,40.0,GAL
644,12,0035,P-610,Concrete,40.0,CY
645,12,0036,P-620,SurfacePreparation-NewPavementSurface,40800.0,SF
646,12,0037,P-620,SurfacePreparation-RemoveExistingMarkings,38500.0,SF
647,12,0038,P-620,Marking,40800.0,SF
648,12,0039,P-620,ReflectiveMedia,2500.0,LB
649,12,0040,P-620,TemporaryRunwayandTaxiwayMarking,21800.0,SF
650,12,0041,D-701,6-inchSTS,137.0,LF
651,12,0042,D-701,12-inchSTS,77.0,LF
652,12,0043,D-701,24-inchSTS,1080.0,LF
653,12,0044,D-701,14-inchClass50DuctileIronPipeCulvert,69.0,LF
654,12,0045,D-701,18-inchClass50DuctileIronPipeCulvert,151.0,LF
655,12,0046,D-701,8'HX14'WCulvert,1.0,LS
656,12,0047,D-705,6-InchPipeUnderdrains,1309.0,LF
657,12,0048,D-751,Manholes,2.0,EACH
658,12,0049,D-751,CatchBasins,2.0,EACH
659,12,0050,D-752,UnclassifiedExcavationforStructures,1100.0,CY
660,12,0051,D-752,StructuralConcrete,310.0,CY
661,12,0052,D-752,ReinforcingSteel,29300.0,LB
662,12,0053,T-901,Seeding,17.0,ACRE
663,12,0054,T-905,Topsoil(ObtainedOnStieorRemovedfromStockpile),5000.0,CY
664,12,0055,T-905,Topsoil(FurnishedfromOfftheSite),4800.0,CY
665,12,0056,026100,ContaminatedMaterialExcavationandDisposal,1000.0,TON
666,12,0057,312300,ExistingManholeAdjustmenttoGrade-MinorAdjustment,2.0,EACH
667,12,0058,312300,ExistingManholeAdjustmenttoGrade-MajorAdjustment,2.0,EACH
668,12,0059,312300,ExistingManholeAdjustmenttoGrade-Cleanout,3.0,EACH
669,12,0060,312300,ExistingElectricalVaultAdjustmenttoGrade,1.0,EACH
670,12,0061,330516,CleanoutStructures,10.0,EACH
671,12,0062,354000,Boulders,120.0,EACH
672,12,0063,354000,StreambedCobble,750.0,CY
673,12,0064,354000,StreambedSediment,150.0,CY
674,12,0065,354000,RiprapOutfall,4.0,EACH
675,12,0066,354000,GradeControlStructures,40.0,CY
676,12,0067,L-108,"No.8AWG,5kV,L-824,TypeCCableInstalledinTrench,DuctBank,orConduit",16000.0,LF
677,12,0068,L-108,"No.6AWG,Solid,BareCounterpoiseWire,InstalledAbovetheDuctBankorConduit,IncludingConnections/Terminations",1911.0,LF
678,12,0069,L-108,GroundRodforCounterpoise,10.0,EACH
679,12,0070,L-110,2-InchPVCinGrassorinNewACshoulder,1948.0,LF
680,12,0071,L-110,2-InchPVCinNewACStructuralPavement,160.0,LF
681,12,0072,260500,GeneralElectricalRemoval,1.0,LS
682,12,0073,260500,TemporaryCircuitConnection,1.0,LS
683,12,0074,260500,TemporaryThresholdSetUpandCircuitConnection,1.0,LS
684,12,0075,260500,FAAMALSRandThresholdBarLights,1.0,LS
685,12,0076,260500,InstallPFConstantCurrentRegulator,1.0,LS
686,12,0077,344300,"InstallPFLEDRunwayEdgeLightwithPFBaseCan,CFTransformerinNewACPShoulder",1.0,EACH
687,12,0078,344300,"InstallPFLEDElevatedRunwayEnd/ThresholdLightwithPFBaseCan,CFTransformerinNewACPShoulder",8.0,EACH
688,12,0079,344300,"InstallPFLEDElevatedRunwayGuardLightwithPFBaseCan,CFTransformerinNewACPShoulder",2.0,EACH
689,12,0080,344300,"InstallPFTaxiwayEdgeLightwithPFBaseCan,CFTransformerinNewACPShoulder",38.0,EACH
690,12,0081,344300,"InstallPF12""Diameter,24""DeepBaseCanwithPFCoverinNewACPShoulder",1.0,EACH
691,12,0082,344300,InstallPFElevatedTaxiwayEdgeLightonExistingBaseCanwithCFTransformer,13.0,EACH
692,12,0083,344301,AdjustExistingRunway/TaxiwayElevatedEdgeLightwithCFTransformer,3.0,EACH
693,12,0084,344302,Sign13R-1,1.0,LS
694,12,0085,344302,SignA-1,1.0,LS
695,13,0001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
696,13,0002,,Sweeper,1.0,LS
697,13,0003,,Temporary Erosion and Sediment Control,1.0,LS
698,13,0004,,Contaminated Soil Excavation and Disposal,300.0,CY
699,13,0005,,Dewatering,9.0,EACH
700,13,0006,,Kennedy Feeder Point-of-Service Access Pad,1.0,LS
701,13,0007,,Kennedy Feeder Pad-Mount Switch,1.0,LS
702,13,0008,,Aircraft-Rated Electrical Vaults,4.0,EACH
703,13,0009,,H-20 Traffic-Rated Electrical Vaults,4.0,EACH
704,13,0010,,Two 6-Inch Conduits by Directional Drilling Method,5360.0,LF
705,13,0011,,Electrical Feeder Conductor Assembly,12397.0,LF
706,13,0012,,Electrical Feeder Installation in Vaults,17.0,EACH
707,13,0013,,Electrical Feeder Conductor Termination and Testing,1.0,LS
708,14,0001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
709,14,0002,,Project Traffic Control,1.0,LS
710,14,0003,,Inlet Protection,6.0,EACH
711,14,0004,,Ditch Protection,9.0,EACH
712,14,0005,,Clearing and Grubbing,1.0,LS
713,14,0006,,Pavement Removal,110.0,CY
714,14,0007,,Asphalt Sawcut,1127.0,LF
715,14,0008,,Curb Removal,85.0,LF
716,14,0009,,Asphalt Grinding Removal and Disposal,138.0,CY
717,14,0010,,Common Excavation,2571.0,CY
718,14,0011,,Embankment,183.0,CY
719,14,0012,,Unsuitable Excavation and Disposal,100.0,CY
720,14,0013,,Encasement Over Existing Waterlin,359.0,LF
721,14,0014,,Remove and Reinstall 12-Inch Ductile Iron Pipe,38.0,LF
722,14,0015,,Electrical Bedding Material,466.0,LF
723,14,0016,,Trench Stabilization,100.0,CY
724,14,0017,,12-Inch Ductile Iron Sewer Pipe,20.0,LF
725,14,0018,,Connection to Existing Utility,2.0,EACH
726,14,0019,,Catch Basin,2.0,EACH
727,14,0020,,Standard 8-Inch Concrete Curb,798.0,LF
728,14,0021,,Monolithic Curb and Sidewalk,360.0,SF
729,14,0022,,Geotextile,2327.0,SY
730,14,0023,,Aggregate Base Course,391.0,CY
731,14,0024,,Pavement Marking,925.0,SF
732,14,0025,,Blackout and Temporary Pavement Marking,1983.0,SF
733,14,0026,,Signage,1.0,LS
734,14,0027,,Fence Fabric Removal,1024.0,LF
735,14,0028,,6-Foot Chain-Link Slatted Fence Fabric,1024.0,LF
736,14,0029,,Area Seeding,1.08,ACRE
737,14,0030,,Electrical,1.0,LS
738,14,0031,,"Level 3, 3/4-Inch Dense HMAC",540.0,TON
739,14,0032,,Bollards,8.0,EACH
740,15,0001,012200,Security Control Monitoring,1.0,LS
741,15,0002,012200,Traffic Control,1.0,LS
742,15,0003,012200,Sweeper,1.0,LS
743,15,0004,012200,Escort,1.0,LS
744,15,0005,015713,Inlet Protection,7.0,EACH
745,15,0006,C-105,Mobilization,1.0,LS
746,15,0007,P-101,Cold Millling - 3-Inch Depth,11580.0,SY
747,15,0008,P-101,Cold Milling - 6-Inch Depth,2680.0,SY
748,15,0009,P-401,Asphalt Surface Course,3180.0,TON
749,15,0010,P-603,Emulsified Asphalt Tack Coat,1900.0,GAL
750,15,0011,P-605,Joint Sealing Filler,16.0,GAL
751,15,0012,P-606,Adhesive Compound,26.0,GAL
752,15,0013,P-610,Concrete,23.0,CY
753,15,0014,P-620,Surface Preparation - Remarking,470.0,SF
754,15,0015,P-620,Surface Preparation - Remove Existing Marking,200.0,SF
755,15,0016,P-620,Marking,8100.0,SF
756,15,0017,P-620,Reflective Media,300.0,LB
757,15,0018,P-620,Temporary Runway and Taxiway Makrings,4200.0,SF
758,15,0019,L-108,"No. 8 AWG, 5kV, L-824, Type C Cable",3300.0,LF
759,15,0020,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire",1460.0,LF
760,15,0021,L-108,Counterpoise Ground Rod,5.0,EACH
761,15,0022,L-110,2-Inch PVC encased in P-610 in Existing AC,1350.0,LF
762,15,0023,260500,General Electrical Removal,1.0,LS
763,15,0024,260500,Temporary Circuit Connection,1.0,LS
764,15,0025,344300,"Reinstall Taxiway Centerline Light on CF Base Can, CF Extenstion, CF Flange Ring, and CF Transformer",49.0,EACH
765,15,0026,344300,Reinstall Taxiway Centerline Light on Existing Base Can with CF Transformer,1.0,EACH
766,15,0027,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Transformer,11.0,EACH
767,16,0001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
768,16,0002,,Traffic Control,1.0,LS
769,16,0003,,Sweeper,1.0,LS
770,16,0004,,Tree and Plant Protection,1.0,LS
771,16,0005,,"Temporary Erosion, Sediment, and Pollution Control",1.0,LS
772,16,0006,,Surfacings Removal,1700.0,SY
773,16,0007,,Signage,1.0,LS
774,16,0008,,PVC Conduit (Power) - 6 Inch,6500.0,LF
775,16,0009,,PVC Conduit (Power) - 4 Inch,1050.0,LF
776,16,0010,,PVC Conduit (Power) - 3 Inch,350.0,LF
777,16,0011,,PVC Conduit (Power) - 2 Inch,200.0,LF
778,16,0012,,XHHW Conductor - #3 AWG (Power),450.0,LF
779,16,0013,,XHHW Conductor - #6 AWG (Power),200.0,LF
780,16,0014,,XHHW Conductor - #8 AWG (Power),200.0,LF
781,16,0015,,XHHW Conductor - #10 AWG (Power),200.0,LF
782,16,0016,,XHHW Conductor - #12 AWG (Power),1250.0,LF
783,16,0017,,Electric Utility Meter Base - 200A Direct,3.0,EACH
784,16,0018,,Metered Switchgear Installation,1.0,EACH
785,16,0019,,Vault (Power) - 712-SWITCH-PCORP,1.0,EACH
786,16,0020,,Vault (Power) - 575-TRANS-PCORP,4.0,EACH
787,16,0021,,Vault (Power) - 575-PCORP,2.0,EACH
788,16,0022,,Vault (Power) - 776-TRANS-PCORP,2.0,EACH
789,16,0023,,Vault (Power) - 776-TRANS-PCORP (Traffic Rated),1.0,EACH
790,16,0024,,PVC Conduit (Comm) - 4 Inch,12250.0,LF
791,16,0025,,"HDPE Interduct (Comm) - 1 1/4""",9300.0,LF
792,16,0026,,Vault (Comm) - 444-LA,8.0,EACH
793,16,0027,,Vault (Comm) - 444-LA (Traffic Rated),1.0,EACH
794,16,0028,,"Demarcation Panel with Receptacles, Heater, and T-Stat",1.0,EACH
795,16,0029,,H-Frame Support,2.0,EACH
796,16,0030,,Mini-Power Zone (10 KVA),1.0,EACH
797,16,0031,,"Panelboard - 480Y/277V, 100A, 3-Phase, NEMA 3R",1.0,EACH
798,16,0032,,"Panelboard - 240/120V, 100A, 1-Phase, NEMA 3R",1.0,EACH
799,16,0033,,Electrical Demo (Existing ORANG),1.0,LS
800,16,0034,,Clearing and Grubbing,1.0,LS
801,16,0035,,Contaminated Soil Excavation and Disposal,2900.0,CY
802,16,0036,,Trench Excavation,4800.0,CY
803,16,0037,,Trenchless Installation,330.0,LF
804,16,0038,,Bedding and Pipe Zone Material,2300.0,CY
805,16,0039,,Trench Stabilization,250.0,CY
806,16,0040,,"Level 3, 1/2-Inch Dense HMAC",400.0,TON
807,16,0041,,Crack Seal,7950.0,LF
808,16,0042,,Aggregate Base Course,550.0,CY
809,16,0043,,Reinforced Concrete Pad,840.0,SF
810,16,0044,,Cast-In-Place Concrete Curb,220.0,LF
811,16,0045,,Concrete Sidewalk,500.0,SF
812,16,0046,,Pavement Marking,2000.0,SF
813,16,0047,,One-Year Landscape Maintenance,1.0,LS
814,16,0048,,Area Seeding,0.5,ACRE
815,16,0049,,Mulch,220.0,SY
816,16,0050,,Irrigation Replacement,1.0,LS
817,16,0051,,3-Inch DR9 Pex Water Pipe,860.0,LF
818,16,0052,,4-Inch DIP Water Pipe,1260.0,LF
819,16,0053,,12-Inch DIP Water Pipe,110.0,LF
820,16,0054,,16-Inch DIP Water Pipe,1800.0,LF
821,16,0055,,4-Inch Reduced Pressure Backflow Assembly and Enclosure,1.0,LS
822,16,0056,,16-Inch Reduced Pressure Detector Assembly and Enclosure,1.0,LS
823,16,0057,,3-Inch Gate Valve,4.0,EACH
824,16,0058,,4-Inch Gate Valve,1.0,EACH
825,16,0059,,8-Inch Gate Valve,1.0,EACH
826,16,0060,,16-Inch Butterfly Valve,2.0,EACH
827,16,0061,,2-Inch Water Meter,2.0,EACH
828,16,0062,,2-Inch Air Release Valve Assembly,4.0,EACH
829,16,0063,,Central Water Meter Vault and Manifold,1.0,LS
830,16,0064,,Landside Utility Disconnections,7.0,EACH
831,16,0065,,Airfield Fire Water Disconnection,1.0,LS
832,16,0066,,Fire Hydrant Assembly,6.0,EACH
833,16,0067,,Manhole and Catch Basin Adjustment,5.0,EACH
834,17,1-001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
835,17,1-002,,Sweeper,1.0,LS
836,17,1-003,,Work Zone Traffic Control,1.0,LS
837,17,1-004,,"Temporary Erosion, Sediment, and Pollution Control",1.0,LS
838,17,1-005,,Building Removal and Backfill,1.0,LS
839,17,1-006,,Concrete Winch House Removal and Backfill,1.0,LS
840,17,1-007,,Water Well Decommission,1.0,LS
841,17,1-008,,Concrete Removal and Backfill,1.0,LS
842,17,1-009,,Pavement Removal,207.0,S.Y.
843,17,1-010,,Aggregate Removal and Disposal,335.0,C.Y.
844,17,1-011,,Septic Tank and Drain Field Removal,1.0,LS
845,17,1-012,,"Utility Removal, Relocation, and Backfill",1.0,LS
846,17,1-013,,Common Excavation,411.0,C.Y.
847,17,1-014,,Miscellaneous Removals and Backfill,1.0,LS
848,17,1-015,,Area Seeding,0.84,ACRE
849,17,1-016,,"Fill Material, Top Soil",675.0,C.Y.
